,Air Conditioners,Air Purifiers,Cameras,Chargers,Coffee Makers,Computer Mice,Cookers,Deep Fryers,Desktop Computers,Dishwashers,Drones,E-Readers,Electric Kettles,Electric Toothbrushes,Fans,Freezers,Fridges,Gaming Consoles,Graphic Cards,Hair Dryers,Headphones,Hobs,Irons,Juicers,Keyboards,Kitchen Scales,Laptops,Microphones,Microwave Ovens,Monitors,Musical Instruments,Ovens,PC Games,Phone Cases,Printers,Processors,Radiators,Radios,Scanners,Shavers,Smart Watches,Smartphones,Speakers,Stand Mixers,Tablets,Televisions,Trimmers,Vacuum Cleaners,VR Headsets,Washing Machines
Laptops,0.0,2.5,47.5,45.0,0.0,80.0,0.0,0.0,90.0,0.0,42.5,50.0,0.0,5.0,10.0,0.0,2.5,62.5,77.5,2.5,52.5,0.0,5.0,0.0,85.0,0.0,0.0,57.49999999999999,0.0,82.5,12.5,0.0,67.5,32.5,65.0,60.0,0.0,27.500000000000004,72.5,5.0,45.0,47.5,52.5,0.0,75.0,32.5,5.0,0.0,60.0,0.0
Microphones,2.5,2.5,57.49999999999999,52.5,0.0,67.5,0.0,0.0,57.49999999999999,0.0,55.00000000000001,52.5,0.0,2.5,10.0,0.0,2.5,55.00000000000001,57.49999999999999,2.5,70.0,0.0,2.5,0.0,62.5,0.0,57.49999999999999,0.0,0.0,60.0,32.5,0.0,62.5,50.0,50.0,40.0,0.0,42.5,55.00000000000001,5.0,42.5,45.0,75.0,0.0,52.5,40.0,5.0,0.0,77.5,0.0
Microwave Ovens,22.5,22.5,0.0,0.0,92.5,2.5,95.0,95.0,0.0,82.5,0.0,0.0,95.0,7.5,17.5,87.5,82.5,0.0,0.0,10.0,0.0,87.5,42.5,90.0,0.0,92.5,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,10.0,17.5,20.0,2.5,2.5,5.0,5.0,2.5,2.5,87.5,0.0,7.5,5.0,37.5,0.0,70.0
Monitors,0.0,2.5,42.5,40.0,0.0,87.5,0.0,0.0,87.5,0.0,37.5,37.5,0.0,2.5,12.5,0.0,2.5,55.00000000000001,90.0,2.5,50.0,0.0,2.5,0.0,92.5,0.0,82.5,60.0,0.0,0.0,12.5,0.0,70.0,32.5,77.5,72.5,0.0,20.0,85.0,5.0,35.0,32.5,55.00000000000001,0.0,57.49999999999999,22.5,5.0,0.0,52.5,0.0
Musical Instruments,10.0,10.0,37.5,17.5,0.0,12.5,0.0,0.0,10.0,0.0,32.5,27.500000000000004,0.0,12.5,17.5,0.0,0.0,20.0,12.5,10.0,30.0,0.0,15.0,0.0,12.5,0.0,12.5,32.5,0.0,12.5,0.0,0.0,15.0,22.5,12.5,7.5,10.0,35.0,15.0,12.5,22.5,22.5,27.500000000000004,0.0,22.5,32.5,10.0,5.0,32.5,0.0
Ovens,22.5,22.5,0.0,0.0,87.5,2.5,100.0,90.0,0.0,85.0,0.0,0.0,90.0,7.5,17.5,92.5,82.5,0.0,0.0,10.0,0.0,92.5,40.0,85.0,0.0,87.5,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,10.0,17.5,20.0,2.5,2.5,5.0,5.0,2.5,2.5,82.5,0.0,7.5,5.0,35.0,0.0,75.0
PC Games,2.5,5.0,37.5,40.0,0.0,65.0,0.0,0.0,72.5,0.0,45.0,47.5,0.0,2.5,12.5,0.0,2.5,82.5,62.5,2.5,55.00000000000001,0.0,2.5,0.0,72.5,0.0,67.5,62.5,0.0,70.0,15.0,0.0,0.0,35.0,52.5,50.0,2.5,27.500000000000004,57.49999999999999,5.0,27.500000000000004,37.5,57.49999999999999,0.0,50.0,32.5,5.0,2.5,72.5,0.0
Phone Cases,5.0,5.0,52.5,85.0,0.0,40.0,0.0,0.0,37.5,0.0,40.0,45.0,0.0,7.5,7.5,0.0,0.0,35.0,37.5,7.5,47.5,0.0,5.0,0.0,40.0,0.0,32.5,50.0,0.0,32.5,22.5,0.0,35.0,0.0,30.0,22.5,2.5,35.0,32.5,10.0,60.0,65.0,42.5,0.0,47.5,27.500000000000004,10.0,2.5,47.5,0.0
Printers,5.0,10.0,35.0,32.5,12.5,72.5,10.0,10.0,75.0,10.0,27.500000000000004,30.0,10.0,7.5,15.0,10.0,12.5,40.0,67.5,7.5,37.5,10.0,12.5,10.0,72.5,10.0,65.0,50.0,10.0,77.5,12.5,10.0,52.5,30.0,0.0,60.0,5.0,25.0,90.0,10.0,30.0,27.500000000000004,45.0,10.0,47.5,22.5,10.0,10.0,42.5,10.0
Processors,5.0,5.0,30.0,30.0,20.0,62.5,17.5,20.0,65.0,17.5,27.500000000000004,27.500000000000004,20.0,2.5,12.5,17.5,15.0,37.5,70.0,2.5,32.5,17.5,5.0,20.0,65.0,20.0,60.0,40.0,17.5,72.5,7.5,17.5,50.0,22.5,60.0,0.0,5.0,15.0,57.49999999999999,2.5,27.500000000000004,22.5,40.0,20.0,42.5,10.0,2.5,5.0,35.0,12.5
Radiators,80.0,77.5,0.0,0.0,17.5,0.0,20.0,17.5,0.0,25.0,2.5,5.0,17.5,20.0,75.0,22.5,22.5,2.5,0.0,27.500000000000004,5.0,17.5,52.5,17.5,0.0,20.0,0.0,0.0,20.0,0.0,10.0,20.0,2.5,2.5,5.0,5.0,0.0,15.0,2.5,20.0,0.0,5.0,5.0,15.0,0.0,27.500000000000004,25.0,62.5,0.0,32.5
Radios,12.5,17.5,57.49999999999999,37.5,2.5,27.500000000000004,2.5,2.5,25.0,5.0,50.0,47.5,2.5,17.5,12.5,2.5,2.5,37.5,20.0,17.5,42.5,2.5,12.5,2.5,27.500000000000004,5.0,27.500000000000004,42.5,2.5,20.0,35.0,2.5,27.500000000000004,35.0,25.0,15.0,15.0,0.0,27.500000000000004,20.0,42.5,42.5,45.0,5.0,42.5,70.0,20.0,17.5,42.5,5.0
Scanners,2.5,5.0,37.5,37.5,5.0,75.0,2.5,2.5,77.5,2.5,32.5,35.0,2.5,5.0,12.5,2.5,5.0,45.0,75.0,5.0,45.0,2.5,5.0,2.5,80.0,2.5,72.5,55.00000000000001,2.5,85.0,15.0,2.5,57.49999999999999,32.5,90.0,57.49999999999999,2.5,27.500000000000004,0.0,7.5,32.5,30.0,47.5,2.5,52.5,22.5,7.5,2.5,47.5,2.5
Shavers,22.5,30.0,10.0,7.5,5.0,5.0,5.0,5.0,5.0,7.5,10.0,5.0,5.0,87.5,25.0,5.0,5.0,7.5,5.0,85.0,7.5,5.0,27.500000000000004,10.0,5.0,7.5,5.0,5.0,5.0,5.0,12.5,5.0,5.0,10.0,10.0,2.5,20.0,20.0,7.5,0.0,5.0,7.5,7.5,7.5,7.5,20.0,90.0,22.5,5.0,12.5
Smart Watches,2.5,0.0,65.0,62.5,5.0,35.0,5.0,5.0,40.0,2.5,52.5,57.49999999999999,5.0,7.5,0.0,2.5,0.0,37.5,32.5,5.0,47.5,2.5,5.0,5.0,37.5,5.0,45.0,42.5,5.0,35.0,22.5,5.0,27.500000000000004,60.0,30.0,27.500000000000004,0.0,42.5,32.5,5.0,0.0,75.0,37.5,2.5,65.0,35.0,5.0,0.0,52.5,2.5
Smartphones,7.5,7.5,65.0,67.5,2.5,32.5,2.5,2.5,42.5,2.5,57.49999999999999,57.49999999999999,2.5,7.5,10.0,2.5,5.0,47.5,35.0,5.0,47.5,2.5,10.0,2.5,35.0,2.5,47.5,45.0,2.5,32.5,22.5,2.5,37.5,65.0,27.500000000000004,22.5,5.0,42.5,30.0,7.5,75.0,0.0,35.0,2.5,67.5,45.0,7.5,5.0,52.5,2.5
Speakers,5.0,5.0,47.5,45.0,2.5,55.00000000000001,2.5,2.5,57.49999999999999,2.5,45.0,45.0,2.5,7.5,12.5,2.5,5.0,47.5,47.5,7.5,67.5,2.5,7.5,2.5,62.5,2.5,52.5,75.0,2.5,55.00000000000001,27.500000000000004,2.5,57.49999999999999,42.5,45.0,40.0,5.0,45.0,47.5,7.5,37.5,35.0,0.0,5.0,50.0,47.5,7.5,5.0,57.49999999999999,2.5
Stand Mixers,22.5,25.0,0.0,0.0,90.0,2.5,82.5,92.5,0.0,75.0,2.5,2.5,92.5,10.0,17.5,82.5,82.5,0.0,0.0,10.0,0.0,82.5,35.0,92.5,0.0,90.0,0.0,0.0,87.5,0.0,0.0,82.5,0.0,0.0,10.0,20.0,15.0,5.0,2.5,7.5,2.5,2.5,5.0,0.0,0.0,5.0,10.0,32.5,0.0,65.0
Tablets,0.0,2.5,70.0,60.0,0.0,55.00000000000001,0.0,0.0,70.0,0.0,52.5,72.5,0.0,7.5,5.0,0.0,2.5,57.49999999999999,52.5,5.0,52.5,0.0,7.5,0.0,60.0,0.0,75.0,52.5,0.0,57.49999999999999,22.5,0.0,50.0,47.5,47.5,42.5,0.0,42.5,52.5,7.5,65.0,67.5,50.0,0.0,0.0,40.0,7.5,0.0,57.49999999999999,0.0
Televisions,20.0,30.0,47.5,25.0,7.5,25.0,7.5,7.5,30.0,10.0,45.0,45.0,7.5,17.5,25.0,7.5,7.5,45.0,20.0,22.5,37.5,7.5,25.0,5.0,27.500000000000004,10.0,32.5,40.0,7.5,22.5,32.5,7.5,32.5,27.500000000000004,22.5,10.0,27.500000000000004,70.0,22.5,20.0,35.0,45.0,47.5,5.0,40.0,0.0,20.0,27.500000000000004,37.5,10.0
Trimmers,25.0,32.5,10.0,7.5,5.0,5.0,5.0,5.0,5.0,10.0,10.0,7.5,5.0,82.5,25.0,5.0,5.0,7.5,5.0,85.0,7.5,7.5,27.500000000000004,10.0,5.0,7.5,5.0,5.0,5.0,5.0,10.0,5.0,5.0,10.0,10.0,2.5,25.0,20.0,7.5,90.0,5.0,7.5,7.5,10.0,7.5,20.0,0.0,22.5,5.0,10.0
Vacuum Cleaners,65.0,72.5,0.0,0.0,35.0,2.5,35.0,35.0,0.0,45.0,2.5,2.5,35.0,22.5,60.0,37.5,40.0,5.0,0.0,30.0,5.0,32.5,67.5,35.0,0.0,37.5,0.0,0.0,37.5,0.0,5.0,35.0,2.5,2.5,10.0,5.0,62.5,17.5,2.5,22.5,0.0,5.0,5.0,32.5,0.0,27.500000000000004,22.5,0.0,0.0,57.49999999999999
VR Headsets,2.5,2.5,60.0,52.5,0.0,60.0,0.0,0.0,55.00000000000001,0.0,62.5,52.5,0.0,5.0,10.0,0.0,2.5,75.0,52.5,2.5,62.5,0.0,5.0,0.0,60.0,0.0,60.0,77.5,0.0,52.5,32.5,0.0,72.5,47.5,42.5,35.0,0.0,42.5,47.5,5.0,52.5,52.5,57.49999999999999,0.0,57.49999999999999,37.5,5.0,0.0,0.0,0.0
Washing Machines,37.5,37.5,0.0,0.0,65.0,2.5,75.0,67.5,0.0,82.5,0.0,2.5,67.5,12.5,27.500000000000004,80.0,75.0,0.0,0.0,17.5,2.5,72.5,40.0,67.5,0.0,70.0,0.0,0.0,70.0,0.0,0.0,75.0,0.0,0.0,10.0,12.5,32.5,5.0,2.5,12.5,2.5,2.5,2.5,65.0,0.0,10.0,10.0,57.49999999999999,0.0,0.0
