,Account Statements,Balance Transfer,Bereavement Support,Bonds,Budgeting Tools and Resources,Car Insurance Renewal,Cardless Cash Withdrawal,Cheque Payments,Claims,Credit Score,Current Accounts,Daily Savings,Data and Privacy Control,Debit Cards,Debt Management Services,Digital Confidence,Financial Assistance,Financial Education Webinars,Fixed Deposit,Fixed Term Savings,Fixed-rate Credit Card,Fraud Alerts and Monitoring,Fund Performance,Google/Apple Pay,Insurance Coverage Calculator,Interest Rates,International Payments,International Trading,Investment Accounts,ISA Accounts,Life Insurance Coverage,Mobile Banking App,Mortgage Calculator,Mortgage Rates,Online Purchases,Other Borrowing Options,Overdraft Protection,Personal Loan Calculator,Personal Pension,Personalised Financial Advice,Remortgage Options,Retirement Planning Calculator,Rewards Programme,Savings Options,Self-Invested Personal Pension (SIPP),Stock Trading and Shares,Student account,Student Loan Repayment,Travel Insurance,Trustee Banking
Financial Education Webinars,8.333333333333332,11.11111111111111,64.28571428571429,15.384615384615385,75.0,6.666666666666667,25.0,15.384615384615385,25.0,30.0,7.142857142857142,8.333333333333332,23.076923076923077,0.0,53.333333333333336,62.5,75.0,0.0,12.5,7.6923076923076925,0.0,30.76923076923077,31.57894736842105,23.076923076923077,28.57142857142857,25.0,26.666666666666668,23.52941176470588,7.142857142857142,0.0,7.142857142857142,9.090909090909092,15.384615384615385,9.090909090909092,6.25,18.181818181818183,42.857142857142854,42.857142857142854,8.333333333333332,80.0,9.090909090909092,16.666666666666664,6.25,7.6923076923076925,6.666666666666667,5.88235294117647,8.333333333333332,20.0,0.0,30.0
Fixed Deposit,23.076923076923077,16.666666666666664,5.0,20.0,11.11111111111111,6.25,21.428571428571427,15.384615384615385,13.636363636363635,35.714285714285715,43.75,50.0,17.647058823529413,35.714285714285715,20.0,6.666666666666667,22.22222222222222,12.5,0.0,60.0,36.84210526315789,11.76470588235294,26.31578947368421,18.75,0.0,46.666666666666664,18.75,10.0,31.57894736842105,50.0,0.0,7.6923076923076925,43.75,40.0,11.76470588235294,35.714285714285715,28.57142857142857,18.75,15.384615384615385,6.25,42.857142857142854,0.0,25.0,53.84615384615385,23.52941176470588,25.0,20.0,6.25,0.0,17.647058823529413
Fixed Term Savings,20.0,18.181818181818183,11.76470588235294,66.66666666666666,25.0,0.0,33.33333333333333,21.428571428571427,6.25,7.142857142857142,58.333333333333336,81.81818181818183,28.57142857142857,58.333333333333336,16.666666666666664,10.526315789473683,13.333333333333334,7.6923076923076925,60.0,0.0,60.0,14.285714285714285,37.5,13.333333333333334,10.0,47.05882352941176,21.428571428571427,38.88888888888889,44.44444444444444,63.63636363636363,6.25,26.666666666666668,26.666666666666668,15.384615384615385,0.0,41.66666666666667,35.714285714285715,7.6923076923076925,18.181818181818183,15.384615384615385,8.333333333333332,11.76470588235294,21.052631578947366,90.9090909090909,42.857142857142854,50.0,33.33333333333333,0.0,11.76470588235294,60.0
Fixed-rate Credit Card,8.333333333333332,60.0,0.0,35.294117647058826,21.428571428571427,11.76470588235294,40.0,38.46153846153847,9.523809523809524,0.0,50.0,23.076923076923077,14.285714285714285,71.42857142857143,13.333333333333334,6.25,6.25,0.0,36.84210526315789,60.0,0.0,11.11111111111111,31.57894736842105,25.0,6.25,33.33333333333333,14.285714285714285,26.31578947368421,18.75,40.0,11.11111111111111,46.15384615384615,33.33333333333333,35.714285714285715,16.666666666666664,53.84615384615385,35.714285714285715,23.52941176470588,30.76923076923077,7.6923076923076925,41.66666666666667,5.88235294117647,36.84210526315789,31.25,35.714285714285715,26.31578947368421,43.75,33.33333333333333,13.333333333333334,26.666666666666668
Fraud Alerts and Monitoring,30.76923076923077,33.33333333333333,33.33333333333333,6.666666666666667,25.0,7.142857142857142,45.45454545454545,16.666666666666664,41.17647058823529,23.076923076923077,13.333333333333334,22.22222222222222,76.92307692307693,28.57142857142857,46.15384615384615,46.15384615384615,42.857142857142854,30.76923076923077,11.76470588235294,14.285714285714285,11.11111111111111,0.0,26.666666666666668,35.714285714285715,30.0,6.666666666666667,28.57142857142857,18.75,0.0,8.333333333333332,13.333333333333334,30.0,11.76470588235294,0.0,41.17647058823529,7.6923076923076925,23.076923076923077,14.285714285714285,12.5,30.76923076923077,12.5,6.25,47.368421052631575,7.142857142857142,6.25,6.666666666666667,7.6923076923076925,10.0,6.666666666666667,33.33333333333333
Fund Performance,23.076923076923077,9.090909090909092,21.052631578947366,47.05882352941176,29.411764705882355,11.76470588235294,29.411764705882355,12.5,20.833333333333336,21.428571428571427,40.0,21.428571428571427,12.5,25.0,31.25,23.52941176470588,30.0,31.57894736842105,26.31578947368421,37.5,31.57894736842105,26.666666666666668,0.0,5.555555555555555,21.428571428571427,28.57142857142857,17.647058823529413,43.47826086956522,38.88888888888889,38.88888888888889,5.88235294117647,29.411764705882355,25.0,14.285714285714285,10.0,20.0,35.294117647058826,35.0,30.76923076923077,31.25,0.0,29.411764705882355,27.77777777777778,20.0,29.411764705882355,47.05882352941176,0.0,7.6923076923076925,0.0,40.0
Google/Apple Pay,30.0,40.0,23.52941176470588,0.0,26.666666666666668,25.0,69.23076923076923,62.5,12.5,8.333333333333332,25.0,25.0,26.666666666666668,30.0,13.333333333333334,17.647058823529413,26.666666666666668,23.076923076923077,18.75,13.333333333333334,25.0,35.714285714285715,5.555555555555555,0.0,0.0,0.0,66.66666666666666,5.263157894736842,0.0,6.666666666666667,21.428571428571427,46.666666666666664,13.333333333333334,15.384615384615385,73.33333333333333,25.0,36.36363636363637,11.76470588235294,16.666666666666664,45.45454545454545,18.181818181818183,5.88235294117647,35.294117647058826,7.6923076923076925,14.285714285714285,0.0,23.076923076923077,30.76923076923077,20.0,30.76923076923077
Insurance Coverage Calculator,0.0,0.0,33.33333333333333,9.090909090909092,30.0,68.75,18.181818181818183,0.0,40.0,10.0,0.0,0.0,18.181818181818183,7.6923076923076925,41.66666666666667,27.27272727272727,28.57142857142857,28.57142857142857,0.0,10.0,6.25,30.0,21.428571428571427,0.0,0.0,27.27272727272727,0.0,6.25,0.0,12.5,75.0,7.6923076923076925,38.46153846153847,8.333333333333332,12.5,15.384615384615385,30.76923076923077,33.33333333333333,0.0,20.0,27.27272727272727,33.33333333333333,7.6923076923076925,0.0,9.090909090909092,0.0,0.0,22.22222222222222,42.857142857142854,11.11111111111111
Interest Rates,9.090909090909092,27.27272727272727,27.77777777777778,30.76923076923077,15.384615384615385,6.25,10.0,18.75,18.75,15.384615384615385,46.15384615384615,36.36363636363637,30.76923076923077,28.57142857142857,30.76923076923077,31.25,18.75,25.0,46.666666666666664,47.05882352941176,33.33333333333333,6.666666666666667,28.57142857142857,0.0,27.27272727272727,0.0,6.666666666666667,29.411764705882355,26.666666666666668,33.33333333333333,17.647058823529413,26.666666666666668,41.17647058823529,46.15384615384615,21.052631578947366,26.666666666666668,33.33333333333333,23.52941176470588,0.0,27.27272727272727,45.45454545454545,6.25,27.77777777777778,15.384615384615385,7.6923076923076925,21.428571428571427,21.428571428571427,7.6923076923076925,0.0,25.0
International Payments,37.5,38.46153846153847,16.666666666666664,0.0,5.88235294117647,7.142857142857142,66.66666666666666,82.35294117647058,23.52941176470588,6.666666666666667,27.27272727272727,16.666666666666664,25.0,30.0,8.333333333333332,13.333333333333334,10.526315789473683,26.666666666666668,18.75,21.428571428571427,14.285714285714285,28.57142857142857,17.647058823529413,66.66666666666666,0.0,6.666666666666667,0.0,16.666666666666664,11.76470588235294,7.142857142857142,0.0,35.714285714285715,17.647058823529413,14.285714285714285,58.82352941176471,12.5,20.0,6.666666666666667,8.333333333333332,23.076923076923077,8.333333333333332,6.666666666666667,25.0,6.25,12.5,11.76470588235294,20.0,28.57142857142857,5.263157894736842,33.33333333333333
International Trading,13.333333333333334,8.333333333333332,21.052631578947366,70.0,10.0,4.761904761904762,6.666666666666667,11.76470588235294,22.727272727272727,6.666666666666667,31.25,41.66666666666667,23.52941176470588,26.666666666666668,20.0,10.0,13.636363636363635,23.52941176470588,10.0,38.88888888888889,26.31578947368421,18.75,43.47826086956522,5.263157894736842,6.25,29.411764705882355,16.666666666666664,0.0,50.0,22.22222222222222,10.526315789473683,17.647058823529413,15.0,21.428571428571427,5.0,22.22222222222222,20.0,10.0,41.66666666666667,14.285714285714285,7.6923076923076925,21.052631578947366,26.31578947368421,40.0,47.05882352941176,75.0,27.77777777777778,12.5,13.043478260869565,41.17647058823529
Investment Accounts,21.428571428571427,0.0,0.0,81.25,10.526315789473683,0.0,0.0,11.76470588235294,10.526315789473683,0.0,61.53846153846154,43.75,0.0,25.0,0.0,0.0,5.555555555555555,7.142857142857142,31.57894736842105,44.44444444444444,18.75,0.0,38.88888888888889,0.0,0.0,26.666666666666668,11.76470588235294,50.0,0.0,64.28571428571429,5.555555555555555,6.666666666666667,11.76470588235294,6.25,0.0,0.0,13.333333333333334,0.0,45.45454545454545,13.333333333333334,17.647058823529413,5.88235294117647,10.0,40.0,41.17647058823529,70.58823529411765,33.33333333333333,0.0,5.0,50.0
ISA Accounts,23.076923076923077,10.0,6.666666666666667,53.333333333333336,0.0,8.333333333333332,15.384615384615385,9.090909090909092,5.88235294117647,10.0,76.92307692307693,63.63636363636363,0.0,63.63636363636363,15.384615384615385,12.5,6.666666666666667,0.0,50.0,63.63636363636363,40.0,8.333333333333332,38.88888888888889,6.666666666666667,12.5,33.33333333333333,7.142857142857142,22.22222222222222,64.28571428571429,0.0,6.666666666666667,16.666666666666664,15.384615384615385,22.22222222222222,0.0,16.666666666666664,33.33333333333333,26.666666666666668,30.0,8.333333333333332,18.181818181818183,0.0,16.666666666666664,50.0,46.15384615384615,43.75,42.857142857142854,0.0,0.0,46.15384615384615
Life Insurance Coverage,14.285714285714285,11.11111111111111,25.0,6.25,0.0,75.0,15.384615384615385,7.6923076923076925,30.0,7.142857142857142,7.6923076923076925,0.0,18.75,14.285714285714285,6.25,16.666666666666664,11.11111111111111,7.142857142857142,0.0,6.25,11.11111111111111,13.333333333333334,5.88235294117647,21.428571428571427,75.0,17.647058823529413,0.0,10.526315789473683,5.555555555555555,6.666666666666667,0.0,20.0,17.647058823529413,18.75,29.411764705882355,18.75,27.77777777777778,15.384615384615385,0.0,7.6923076923076925,26.666666666666668,31.25,11.76470588235294,7.142857142857142,26.666666666666668,0.0,6.666666666666667,21.428571428571427,100.0,12.5
Mobile Banking App,71.42857142857143,58.333333333333336,17.647058823529413,25.0,38.46153846153847,5.88235294117647,30.0,43.75,7.142857142857142,15.384615384615385,50.0,25.0,26.666666666666668,58.333333333333336,25.0,35.714285714285715,20.0,9.090909090909092,7.6923076923076925,26.666666666666668,46.15384615384615,30.0,29.411764705882355,46.666666666666664,7.6923076923076925,26.666666666666668,35.714285714285715,17.647058823529413,6.666666666666667,16.666666666666664,20.0,0.0,26.666666666666668,7.6923076923076925,61.111111111111114,20.0,41.66666666666667,21.428571428571427,8.333333333333332,18.181818181818183,18.75,20.0,57.14285714285714,18.181818181818183,8.333333333333332,8.333333333333332,40.0,9.090909090909092,20.0,46.15384615384615
Mortgage Calculator,14.285714285714285,7.142857142857142,11.11111111111111,14.285714285714285,37.5,18.75,27.27272727272727,22.22222222222222,5.555555555555555,29.411764705882355,21.428571428571427,10.0,25.0,20.0,33.33333333333333,18.75,31.25,15.384615384615385,43.75,26.666666666666668,33.33333333333333,11.76470588235294,25.0,13.333333333333334,38.46153846153847,41.17647058823529,17.647058823529413,15.0,11.76470588235294,15.384615384615385,17.647058823529413,26.666666666666668,0.0,81.25,9.523809523809524,31.25,26.666666666666668,64.28571428571429,10.0,16.666666666666664,63.63636363636363,41.17647058823529,27.77777777777778,13.333333333333334,18.75,7.142857142857142,7.142857142857142,7.142857142857142,5.263157894736842,6.666666666666667
Mortgage Rates,9.090909090909092,27.27272727272727,5.555555555555555,11.11111111111111,12.5,26.666666666666668,18.181818181818183,15.384615384615385,5.88235294117647,23.076923076923077,25.0,10.0,30.76923076923077,20.0,27.27272727272727,18.181818181818183,14.285714285714285,9.090909090909092,40.0,15.384615384615385,35.714285714285715,0.0,14.285714285714285,15.384615384615385,8.333333333333332,46.15384615384615,14.285714285714285,21.428571428571427,6.25,22.22222222222222,18.75,7.6923076923076925,81.25,0.0,11.76470588235294,35.714285714285715,15.384615384615385,36.36363636363637,9.090909090909092,16.666666666666664,69.23076923076923,6.666666666666667,0.0,13.333333333333334,14.285714285714285,7.6923076923076925,7.6923076923076925,23.076923076923077,14.285714285714285,0.0
Online Purchases,50.0,50.0,15.0,0.0,11.11111111111111,21.052631578947366,64.28571428571429,56.25,35.0,25.0,33.33333333333333,21.428571428571427,29.411764705882355,38.46153846153847,23.52941176470588,21.052631578947366,5.263157894736842,6.25,11.76470588235294,0.0,16.666666666666664,41.17647058823529,10.0,73.33333333333333,12.5,21.052631578947366,58.82352941176471,5.0,0.0,0.0,29.411764705882355,61.111111111111114,9.523809523809524,11.76470588235294,0.0,22.22222222222222,17.647058823529413,5.555555555555555,7.142857142857142,6.25,20.0,6.25,57.89473684210527,16.666666666666664,5.555555555555555,5.263157894736842,21.052631578947366,35.714285714285715,25.0,25.0
Other Borrowing Options,23.076923076923077,27.27272727272727,11.76470588235294,21.428571428571427,20.0,15.789473684210526,8.333333333333332,14.285714285714285,7.142857142857142,23.076923076923077,15.384615384615385,16.666666666666664,23.52941176470588,10.0,14.285714285714285,6.666666666666667,25.0,18.181818181818183,35.714285714285715,41.66666666666667,53.84615384615385,7.6923076923076925,20.0,25.0,15.384615384615385,26.666666666666668,12.5,22.22222222222222,0.0,16.666666666666664,18.75,20.0,31.25,35.714285714285715,22.22222222222222,0.0,46.666666666666664,40.0,25.0,10.0,66.66666666666666,17.647058823529413,20.0,38.46153846153847,18.75,20.0,21.428571428571427,61.53846153846154,17.647058823529413,33.33333333333333
Overdraft Protection,53.84615384615385,37.5,37.5,16.666666666666664,35.714285714285715,21.428571428571427,25.0,18.181818181818183,22.22222222222222,30.76923076923077,40.0,36.36363636363637,23.076923076923077,66.66666666666666,50.0,31.25,55.00000000000001,42.857142857142854,28.57142857142857,35.714285714285715,35.714285714285715,23.076923076923077,35.294117647058826,36.36363636363637,30.76923076923077,33.33333333333333,20.0,20.0,13.333333333333334,33.33333333333333,27.77777777777778,41.66666666666667,26.666666666666668,15.384615384615385,17.647058823529413,46.666666666666664,0.0,30.76923076923077,16.666666666666664,46.15384615384615,30.76923076923077,23.076923076923077,26.666666666666668,28.57142857142857,18.75,0.0,21.428571428571427,16.666666666666664,21.052631578947366,50.0
Personal Loan Calculator,10.0,0.0,12.5,6.666666666666667,50.0,25.0,7.142857142857142,13.333333333333334,0.0,15.384615384615385,14.285714285714285,8.333333333333332,8.333333333333332,16.666666666666664,61.53846153846154,33.33333333333333,47.05882352941176,42.857142857142854,18.75,7.6923076923076925,23.52941176470588,14.285714285714285,35.0,11.76470588235294,33.33333333333333,23.52941176470588,6.666666666666667,10.0,0.0,26.666666666666668,15.384615384615385,21.428571428571427,64.28571428571429,36.36363636363637,5.555555555555555,40.0,30.76923076923077,0.0,18.181818181818183,63.63636363636363,50.0,43.75,13.333333333333334,23.076923076923077,23.076923076923077,6.666666666666667,0.0,27.27272727272727,7.142857142857142,12.5
